|Município|data_ref|Code|Cidades|0 a 14 anos|15 a 29 anos|30 a 59 anos|60+ anos|Masculino|Feminino|Pop_Total|Atendimentos_valor_medio|Psi_valor_medio|Psi_privado_valor_medio|Atendimentos_qtd_media|Psi_qtd_media|Psi_privado_qtd_media|Profissionais_Publicos|Profissionais_Privados|Profissionais_Total|Estabelecimentos_Publicos|Estabelecimentos_Privados|Estabelecimentos_Total_x|Estabelecimentos_Psi|Estabelecimentos_Atend|Estabelecimentos_Total_y|Contribuição para o PIB estadual %|PIB (mil R$)|Assalariados|Renda média em Salários mínimos|Renda média (R$)
1403|350995 Canas|2018|350995|Canas|1371|1224|1959|517|2554|2517|5071|242.87|0.0||5110.08|0.0||2.0|0.0|2.0|2.0|0.0||1.0|1.0|2.0|0.0|104579.557|886.0|2.0|1922.24
1404|351000 Cândido Mota|2018|351000|Cândido Mota|5975|6602|13124|5511|15256|15956|31212|125898.07|10796.72||23813.58|1000.17||8.5|8.0|16.5|13.0|28.5||69.5|72.5|75.5|0.05|1166473.634|5367.0|2.7|2587.41
1405|351010 Cândido Rodrigues|2018|351010|Cândido Rodrigues|428|548|1205|606|1395|1392|2787|2949.57|0.0||6476.58|0.0||1.0|0.0|1.0|2.0|0.0||2.0|2.0|3.0|0.0|100100.772|566.0|2.0|1903.89
1406|351015 Canitar|2018|351015|Canitar|1325|1295|1973|546|2608|2531|5139|4084.29|371.62||4068.75|110.17||1.0|0.0|1.0|3.0|0.0||2.0|2.0|3.0|0.01|188668.21|692.0|2.0|1942.54
1407|351020 Capão Bonito|2018|351020|Capão Bonito|10273|11011|19021|6854|23527|23632|47159|69842.0|355.46||19824.75|1074.08||10.5|2.5|13.0|21.5|12.0||42.5|48.5|50.5|0.04|906462.811|6818.0|2.0|1924.2
1408|351030 Capela do Alto|2018|351030|Capela do Alto|4405|5039|8434|2541|10729|9690|20419|70794.5|1476.98||145603.33|419.17||3.0|1.5|4.5|12.0|2.0||12.5|14.5|16.5|0.01|272471.347|3270.0|1.9|1774.69
1409|351040 Capivari|2018|351040|Capivari|11898|12903|23189|7151|27937|27204|55141|90212.08|314.44||34689.58|1336.25||9.5|24.0|33.5|20.5|47.0||111.0|138.0|140.0|0.09|2059704.038|14559.0|2.5|2371.79
1410|351050 Caraguatatuba|2018|351050|Caraguatatuba|25949|26851|49642|17183|59091|60534|119625|1017941.81|342.19||157928.58|1305.92||13.0|18.0|31.0|47.0|75.0||150.0|181.0|188.5|0.15|3325920.049|22649.0|2.6|2476.49
1411|351060 Carapicuíba|2018|351060|Carapicuíba|90542|95676|166814|45579|193122|205489|398611|953846.1|924.85||257203.5|925.5||30.5|7.5|38.0|40.0|54.0||87.5|104.5|109.5|0.26|5745311.023|34026.0|2.3|2228.88
1412|351070 Cardoso|2018|351070|Cardoso|2259|2342|5285|2417|6137|6166|12303|210314.26|448.64||33247.0|174.5||3.0|1.0|4.0|10.0|5.0||19.0|19.0|21.0|0.01|255539.278|1084.0|2.4|2275.94
1413|351080 Casa Branca|2018|351080|Casa Branca|5470|6665|13163|4939|16079|14158|30237|158287.66|2728.84||41757.67|3225.42||20.5|5.0|25.5|16.5|14.0||72.0|77.0|79.0|0.04|831167.961|5010.0|2.3|2201.48
1414|351090 Cássia dos Coqueiros|2018|351090|Cássia dos Coqueiros|441|533|1042|526|1287|1255|2542|898.16|0.0||1293.5|0.0||2.0|0.0|2.0|5.0|0.0||2.0|3.0|5.0|0.01|148915.3|365.0|1.7|1659.73
1415|351100 Castilho|2018|351100|Castilho|4377|4443|8829|3089|10445|10293|20738|57800.34|1.42||25876.67|0.5||3.5|2.0|5.5|3.0|12.0||19.0|22.0|23.0|0.04|864943.672|2718.0|2.2|2078.21
1416|351110 Catanduva|2018|351110|Catanduva|20833|24469|53434|22474|58891|62319|121210|1039384.36|3683.17||79899.83|1823.75||28.5|42.5|71.0|45.0|207.0||332.0|483.5|490.5|0.19|4195220.659|35045.0|2.5|2403.74
1417|351120 Catiguá|2018|351120|Catiguá|1481|1684|3422|1165|3956|3796|7752|2858.03|0.0||607.5|0.0||1.0|0.0|1.0|4.0|0.0||9.0|9.0|10.0|0.01|116893.229|675.0|2.4|2336.5
1418|351130 Cedral|2018|351130|Cedral|1569|1815|3919|1822|4560|4565|9125|1870.5|79.47||7932.42|31.17||1.0|1.0|2.0|7.0|8.0||12.5|16.0|18.0|0.01|312425.155|4714.0|2.4|2292.07
1419|351140 Cerqueira César|2018|351140|Cerqueira César|4309|4575|7792|3098|9811|9963|19774|49665.71|561.51||8410.67|220.0||10.0|6.0|16.0|10.0|6.0||24.0|25.0|26.0|0.03|605187.347|3571.0|2.5|2354.41
1420|351150 Cerquilho|2018|351150|Cerquilho|9355|10848|20799|7072|23890|24184|48074|118180.09|1532.17||44010.17|418.17||3.5|23.5|27.0|15.0|26.5||122.0|131.5|135.5|0.08|1833225.493|11856.0|2.5|2376.93
1421|351160 Cesário Lange|2018|351160|Cesário Lange|3823|4257|7417|2418|9307|8608|17915|47586.34|290.65||11571.58|112.17||4.0|1.0|5.0|6.0|4.0||12.0|13.0|15.0|0.02|432253.652|3066.0|2.3|2159.35
1422|351170 Charqueada|2018|351170|Charqueada|3563|4098|7033|2315|8796|8213|17009|32043.57|0.0||10078.42|0.0||1.0|3.5|4.5|8.0|6.5||22.0|23.5|24.5|0.02|353905.359|2303.0|2.5|2413.76
1423|355720 Chavantes|2018|355720|Chavantes|2614|2696|5095|2013|6175|6243|12418|111086.91|149.99||10822.5|53.0||2.0|0.0|2.0|5.0|6.0||18.0|19.0|20.0|0.01|207456.093|1571.0|2.9|2808.97
1424|351190 Clementina|2018|351190|Clementina|2001|2108|3348|1015|4430|4042|8472|27740.91|0.0||5019.25|0.0||2.0|0.0|2.0|4.0|3.5||6.5|6.5|8.5|0.01|219808.969|3138.0|2.7|2528.18
1425|351200 Colina|2018|351200|Colina|3432|4066|7914|2986|9143|9255|18398|30901.38|83.25||29221.92|29.42||3.0|2.0|5.0|8.0|8.5||32.5|36.5|37.5|0.05|1107893.43|4942.0|2.4|2260.61
1426|351210 Colômbia|2018|351210|Colômbia|1214|1470|2658|861|3160|3043|6203|3711.03|3.54||10386.17|1.25||4.0|0.0|4.0|8.0|1.0||9.0|9.0|11.0|0.01|330045.713|3776.0|2.1|2009.18
1427|351220 Conchal|2018|351220|Conchal|6052|7067|11184|3517|14174|13646|27820|89660.19|1302.91||27490.92|286.33||7.0|1.0|8.0|13.5|13.0||35.5|36.0|38.0|0.03|692286.465|5030.0|2.2|2133.83
1428|351230 Conchas|2018|351230|Conchas|3823|3705|7178|3064|8874|8896|17770|57289.07|48.82||16948.92|17.25||1.5|0.5|2.0|12.0|11.0||37.5|40.0|42.5|0.02|352392.033|3102.0|2.0|1873.12
1429|351240 Cordeirópolis|2018|351240|Cordeirópolis|4888|5747|10138|3448|12292|11929|24221|96438.79|24821.29||18729.75|1611.42||8.0|5.0|13.0|17.0|7.5||31.5|35.5|37.5|0.13|2822221.977|9113.0|3.1|3003.91
1430|351250 Coroados|2018|351250|Coroados|1201|1279|2549|957|2999|2987|5986|2427.38|||10987.33|||1.0|0.0|1.0|2.0|0.0||1.0|1.0|2.0|0.01|165503.865|818.0|2.2|2088.59
1431|351260 Coronel Macedo|2018|351260|Coronel Macedo|944|990|1959|835|2429|2299|4728|0.0|30.89||231.17|10.92||1.0|0.0|1.0|5.0|0.0||3.0|3.0|5.0|0.0|76871.211|583.0|1.6|1512.4
1432|351270 Corumbataí|2018|351270|Corumbataí|775|904|1710|658|2051|1996|4047|758.36|93.08||4955.25|36.5||1.0|0.0|1.0|5.0|0.0||5.0|5.0|6.0|0.01|248561.384|1005.0|2.7|2582.86
1433|351280 Cosmópolis|2018|351280|Cosmópolis|15884|17266|29864|7984|35663|35335|70998|83320.19|907.47||27223.42|872.58||10.0|8.0|18.0|23.0|21.5||62.5|70.5|76.5|0.07|1591090.836|9457.0|2.7|2597.39
1434|351290 Cosmorama|2018|351290|Cosmorama|1128|1384|3142|1662|3743|3573|7316|2268.54|18.4||4055.5|6.5||1.0|0.0|1.0|4.0|1.0||4.0|4.0|5.0|0.02|335896.046|2036.0|2.3|2154.21
1435|351300 Cotia|2018|351300|Cotia|54959|58186|104003|27546|119744|124950|244694|733949.59|9.32||195414.67|448.92||28.5|12.0|40.5|45.5|78.0||119.5|143.5|148.5|0.57|12534568.975|73863.0|3.3|3115.75
1436|351310 Cravinhos|2018|351310|Cravinhos|7069|8222|14675|5032|17472|17526|34998|76057.69|0.0||16710.75|0.0||5.0|3.0|8.0|17.0|10.0||46.0|52.0|57.0|0.05|1195728.544|8502.0|3.1|2993.28
1437|351320 Cristais Paulista|2018|351320|Cristais Paulista|1701|1931|3619|1290|4384|4157|8541|5470.38|216.34||7982.17|43.42||2.0|0.0|2.0|6.0|1.0||9.0|11.0|12.0|0.01|193172.625|879.0|2.1|1966.32
1438|351330 Cruzália|2018|351330|Cruzália|335|379|957|429|1019|1081|2100|5715.99|154.02||6766.33|60.33||1.0|0.0|1.0|3.0|0.0||2.0|2.0|3.0|0.0|104534.081|315.0|2.4|2319.16
1439|351340 Cruzeiro|2018|351340|Cruzeiro|16358|17800|34644|13093|39944|41951|81895|289934.49|1000.13||28440.17|397.08||15.0|40.0|55.0|30.5|141.5||203.5|264.0|269.0|0.11|2435818.473|16385.0|3.4|3282.76
1440|351350 Cubatão|2018|351350|Cubatão|29476|31886|54424|13974|64617|65143|129760|418744.81|19342.26||90270.83|2354.08||22.5|21.5|44.0|40.0|45.0||158.0|174.5|178.5|0.6|13183238.55|27253.0|4.9|4641.76
1441|351360 Cunha|2018|351360|Cunha|3875|4707|9361|3696|11012|10627|21639|28319.38|57.78||23801.92|41.33||3.5|3.0|6.5|11.0|6.0||17.0|19.0|21.0|0.01|259049.856|1770.0|2.1|2013.6
1442|351370 Descalvado|2018|351370|Descalvado|5922|7069|14575|5954|16527|16993|33520|64195.05|3055.02||31322.83|234.42||7.0|19.0|26.0|20.0|39.0||97.0|110.0|113.5|0.07|1586427.822|7857.0|2.4|2275.47
1443|351380 Diadema|2018|351380|Diadema|92364|102153|179562|46855|202833|218101|420934|1667139.9|2086.74||207332.08|2913.92||52.0|17.0|69.0|50.5|86.5||151.0|180.0|185.0|0.66|14671971.222|88343.0|3.3|3123.72
1444|351385 Dirce Reis|2018|351385|Dirce Reis|304|321|787|374|927|859|1786|0.0|0.0||109.58|0.0||1.5|0.0|1.5|3.0|0.0||1.0|1.0|3.0|0.0|57390.648|295.0|2.9|2783.82
1445|351390 Divinolândia|2018|351390|Divinolândia|1741|2281|4899|2287|5550|5658|11208|238124.01|5.66||16489.33|2.0||5.0|2.0|7.0|7.0|12.0||18.0|26.0|27.0|0.01|279536.942|2028.0|2.3|2213.79
1446|351400 Dobrada|2018|351400|Dobrada|2186|2305|3422|933|4540|4306|8846|20.79|||8276.08||||||2.0|2.5||4.5|4.5|5.5|0.01|115400.961|682.0|2.1|1995.92
1447|351410 Dois Córregos|2018|351410|Dois Córregos|6052|6161|10830|4069|13679|13433|27112|35937.65|35.14||33410.58|598.67||3.0|6.0|9.0|8.5|11.5||43.0|48.0|50.0|0.03|647887.011|4552.0|2.2|2091.51
1448|351420 Dolcinópolis|2018|351420|Dolcinópolis|325|400|913|481|1090|1029|2119|620.65|0.0||2285.92|0.0||1.0|0.0|1.0|3.0|1.0||3.0|3.0|4.0|0.0|46290.914|228.0|2.2|2111.32
1449|351430 Dourado|2018|351430|Dourado|1540|1834|3762|1732|4462|4406|8868|32017.69|107.57||20938.25|41.17||1.0|0.5|1.5|6.0|1.5||10.5|10.5|11.5|0.03|627179.994|2508.0|2.7|2598.16
1450|351440 Dracena|2018|351440|Dracena|7314|9179|20864|9179|23575|22961|46536|624751.74|58661.1||68736.33|5707.08||16.5|32.5|49.0|18.0|44.0||195.5|200.0|202.0|0.05|1199690.637|11020.0|2.1|2005.78
1451|351450 Duartina|2018|351450|Duartina|2126|2470|5345|2516|6095|6362|12457|52853.46|13600.01||19679.25|994.67||4.5|2.0|6.5|8.0|15.5||42.5|43.5|44.5|0.01|237278.83|1957.0|2.0|1924.3
1452|351460 Dumont|2018|351460|Dumont|2018|2458|4016|1216|4859|4849|9708|8109.4|237.15||10730.42|93.0||1.0|0.0|1.0|5.0|0.0||3.0|3.0|5.0|0.01|228990.752|1745.0|2.4|2296.3
1453|351470 Echaporã|2018|351470|Echaporã|1183|1246|2494|1218|3032|3109|6141|20063.58|0.0||10231.58|0.0||1.0|0.0|1.0|5.0|1.0||4.0|4.0|6.0|0.01|125442.017|714.0|2.0|1879.02
1454|351480 Eldorado|2018|351480|Eldorado|3808|3651|5676|2308|7818|7625|15443|30759.2|155.28||5965.5|57.0||1.0|0.0|1.0|7.0|0.0||6.0|6.0|7.0|0.01|321142.103|1452.0|1.9|1834.82
1455|351490 Elias Fausto|2018|351490|Elias Fausto|3634|4189|7511|2270|9190|8414|17604|40534.04|14.86||13018.83|5.25||1.0|0.0|1.0|8.0|1.0||10.0|12.0|13.0|0.03|706704.446|4847.0|2.7|2546.28
1456|351492 Elisiário|2018|351492|Elisiário|671|810|1541|582|1932|1672|3604|1055.81|||1910.08|||1.0|0.0|1.0|2.0|0.0||2.0|2.0|3.0|0.0|63736.743|377.0|2.4|2296.23
1457|351495 Embaúba|2018|351495|Embaúba|436|507|1063|450|1286|1170|2456|883.13|||3515.58|||1.0|0.0|1.0|2.0|1.0||2.0|2.0|3.0|0.0|52162.565|305.0|2.2|2146.39
1458|351500 Embu das Artes|2018|351500|Embu das Artes|64058|67929|111718|27138|131079|139764|270843|572475.35|212.84||150014.0|2122.58||19.5|15.0|34.5|32.5|22.5||77.0|78.5|82.5|0.6|13248193.38|42132.0|2.8|2634.12
1459|351510 Embu-Guaçu|2018|351510|Embu-Guaçu|15423|16555|28103|8775|34236|34620|68856|108817.91|61.61||70261.08|234.92||6.5|4.5|11.0|23.0|11.5||28.5|31.5|36.5|0.05|1121893.472|7821.0|2.4|2248.95
1460|351512 Emilianópolis|2018|351512|Emilianópolis|560|650|1360|632|1617|1585|3202|0.0|0.0||45.83|0.0||1.0|0.0|1.0|2.0|0.0||1.0|1.0|2.0|0.0|61747.364|304.0|2.1|1980.69
1461|351515 Engenheiro Coelho|2018|351515|Engenheiro Coelho|5129|5436|7977|1742|10704|9580|20284|70706.91|2864.01||16957.25|162.08||5.0|7.0|12.0|10.0|6.5||14.5|17.5|19.5|0.03|663314.37|3961.0|2.8|2631.97
1462|351518 Espírito Santo do Pinhal|2018|351518|Espírito Santo do Pinhal|7687|9453|19218|7828|21604|22582|44186|73931.16|478.57||32976.67|1299.67||12.0|12.5|24.5|15.0|35.5||141.0|159.5|161.5|0.06|1433232.856|10789.0|2.3|2194.9
1463|351519 Espírito Santo do Turvo|2018|351519|Espírito Santo do Turvo|1130|1187|1892|570|2375|2404|4779|7363.44|0.0||6822.83|0.0||3.0|0.0|3.0|4.0|0.0||3.0|3.0|4.0|0.0|78691.602|331.0|2.3|2240.76
1464|355730 Estiva Gerbi|2018|355730|Estiva Gerbi|2242|2573|4889|1494|5641|5557|11198|37542.3|0.0||16040.75|0.0||3.5|1.0|4.5|6.5|2.0||6.5|9.5|10.5|0.02|334635.09|2138.0|2.6|2488.89
1465|351520 Estrela d'Oeste|2018|351520|Estrela d'Oeste|1395|1655|3721|1647|4243|4175|8418|39036.2|21.46||14066.17|7.58||4.0|1.0|5.0|4.0|8.5||20.0|22.5|23.5|0.03|626112.641|3261.0|1.8|1736.04
1466|351530 Estrela do Norte|2018|351530|Estrela do Norte|601|624|1159|378|1432|1330|2762|1491.24|4.01||411.0|1.42||1.0|0.0|1.0|2.0|0.0||1.0|1.0|2.0|0.0|50590.346|271.0|2.0|1891.05
1467|351535 Euclides da Cunha Paulista|2018|351535|Euclides da Cunha Paulista|2025|2132|3907|1355|4774|4645|9419|26835.19|0.0||10922.08|0.0||1.5|0.0|1.5|8.0|2.0||10.0|11.0|13.0|0.01|159117.924|662.0|1.9|1767.21
1468|351540 Fartura|2018|351540|Fartura|3148|3311|6691|2851|7732|8269|16001|43705.42|3133.76||5999.08|191.42||5.0|0.0|5.0|6.0|13.0||32.0|34.0|35.0|0.02|370628.231|3443.0|1.8|1694.93
1469|351560 Fernando Prestes|2018|351560|Fernando Prestes|990|1073|2407|1301|2845|2926|5771|8176.86|13.17||9299.17|5.17||1.0|0.0|1.0|4.0|1.5||6.0|6.5|7.5|0.01|191407.747|1089.0|2.0|1916.71
1470|351550 Fernandópolis|2018|351550|Fernandópolis|10953|13547|30441|13882|33618|35205|68823|706293.13|836.58||50032.25|1013.17||15.0|66.0|81.0|40.0|164.0||222.5|343.5|366.5|0.09|2006103.79|15555.0|2.2|2055.86
1471|351565 Fernão|2018|351565|Fernão|320|349|735|300|866|838|1704|3507.62|56.95||4323.08|22.33||1.5|0.0|1.5|2.0|0.0||1.0|1.0|2.0|0.0|50029.405|211.0|2.4|2264.65
1472|351570 Ferraz de Vasconcelos|2018|351570|Ferraz de Vasconcelos|45132|49792|77976|19093|93408|98585|191993|270067.49|3537.82||137632.08|1533.5||24.0|3.5|27.5|36.5|16.0||40.0|49.5|55.5|0.14|3137940.196|19745.0|2.4|2308.37
1473|351580 Flora Rica|2018|351580|Flora Rica|205|270|636|388|757|742|1499|0.0|||477.25||||||3.5|0.0||1.0|2.0|3.5|0.0|37968.418|210.0|2.1|1990.76
1474|351590 Floreal|2018|351590|Floreal|316|532|1313|773|1457|1477|2934|2081.65|0.0||1537.25|0.0||2.0|0.0|2.0|3.0|1.0||4.0|4.0|5.0|0.0|63979.0|401.0|2.1|1965.63
1475|351600 Flórida Paulista|2018|351600|Flórida Paulista|2479|3436|6529|2042|8489|5997|14486|20743.05|22.88||15775.83|8.08||3.0|2.0|5.0|10.0|4.0||15.0|15.0|17.0|0.01|206633.673|1338.0|2.1|2033.98
1476|351610 Florínia|2018|351610|Florínia|479|540|1134|546|1324|1375|2699|14078.84|10.61||9656.33|3.75||1.0|0.0|1.0|6.0|0.0||3.5|3.5|6.0|0.01|136091.384|353.0|1.9|1855.4
1477|351620 Franca|2018|351620|Franca|70829|80984|146480|52107|170693|179707|350400|2743653.48|47821.81||297652.5|4408.92||58.0|110.5|168.5|59.5|326.0||712.5|844.0|855.0|0.45|9992981.253|82173.0|2.2|2092.15
1478|351630 Francisco Morato|2018|351630|Francisco Morato|44008|45418|67827|16755|86464|87544|174008|314132.69|3628.02||107581.33|743.5||12.5|5.0|17.5|26.0|25.5||53.5|60.5|63.5|0.07|1517245.4|9246.0|2.3|2224.28
1479|351640 Franco da Rocha|2018|351640|Franco da Rocha|34646|38710|63800|15277|77673|74760|152433|980206.7|751.78||103799.75|182.67||70.5|7.0|77.5|49.5|29.5||70.0|87.0|97.0|0.14|2995316.152|16409.0|2.7|2562.07
1480|351650 Gabriel Monteiro|2018|351650|Gabriel Monteiro|431|483|1274|588|1403|1373|2776|0.0|0.0||14.42|0.0||1.5|0.0|1.5|2.0|0.0||1.0|1.0|2.0|0.0|74118.403|848.0|1.6|1531.21
1481|351660 Gália|2018|351660|Gália|1122|1294|2811|1388|3289|3326|6615|13637.54|445.12||11285.08|173.83||3.5|0.0|3.5|3.0|3.5||9.5|10.5|11.5|0.01|143174.887|1060.0|2.0|1917.25
1482|351670 Garça|2018|351670|Garça|8385|9314|18826|7845|21571|22799|44370|124042.28|87.49||40470.83|2106.0||13.5|4.0|17.5|27.0|16.0||60.0|66.5|70.5|0.05|1192415.745|9304.0|2.2|2096.64
1483|351680 Gastão Vidigal|2018|351680|Gastão Vidigal|965|1094|2024|671|2745|2009|4754|219.79|16.29||821.17|6.25||1.0|0.0|1.0|2.0|0.0||1.0|1.0|2.0|0.0|76518.946|302.0|2.8|2624.52
1484|351685 Gavião Peixoto|2018|351685|Gavião Peixoto|1024|1133|2003|602|2412|2350|4762|8743.63|||3600.83|||2.0|0.0|2.0|5.0|0.0||4.0|5.0|6.0|0.04|887102.113|3792.0|5.6|5352.05
1485|351690 General Salgado|2018|351690|General Salgado|1846|2139|4791|2100|5442|5434|10876|19891.81|247.74||2892.5|90.42||2.5|2.0|4.5|7.0|8.0||14.0|17.0|19.0|0.01|248503.178|1306.0|2.3|2212.81
1486|351700 Getulina|2018|351700|Getulina|2040|2605|4971|1754|6261|5109|11370|27192.95|6.13||14958.0|2.17||1.0|0.0|1.0|4.0|1.0||13.5|13.5|14.5|0.01|185155.151|671.0|2.3|2190.65
1487|351710 Glicério|2018|351710|Glicério|1010|1035|1981|775|2401|2400|4801|5593.32|0.0||7215.92|0.0||1.0|0.0|1.0|3.0|0.0||2.0|2.0|3.0|0.0|101505.734|787.0|1.8|1754.02
1488|351720 Guaiçara|2018|351720|Guaiçara|2554|2783|5015|1687|6134|5905|12039|5812.02|497.65||9653.92|53.83||1.0|1.0|2.0|7.0|3.0||13.0|14.0|15.0|0.01|196222.395|1302.0|2.0|1916.52
1489|351730 Guaimbê|2018|351730|Guaimbê|1224|1251|2317|951|2874|2869|5743|12768.52|0.0||2811.17|0.0||1.0|0.0|1.0|5.0|1.0||5.0|5.0|7.0|0.0|75599.799|353.0|2.0|1914.26
1490|351740 Guaíra|2018|351740|Guaíra|7822|8712|17794|6205|20022|20511|40533|49594.65|800.97||60981.5|1523.25||5.0|7.0|12.0|15.0|25.0||58.5|66.5|69.5|0.15|3249524.055|12639.0|2.6|2516.77
1491|351750 Guapiaçu|2018|351750|Guapiaçu|3859|4573|9358|3335|10705|10420|21125|68508.79|32.07||31364.83|653.08||5.0|0.0|5.0|12.0|7.0||16.0|20.0|22.0|0.02|549431.474|4158.0|2.7|2616.89
1492|351760 Guapiara|2018|351760|Guapiara|3650|3798|6981|2864|8777|8516|17293|14472.18|0.0||94833.0|0.0||1.0|1.0|2.0|14.0|3.5||13.5|13.5|17.5|0.01|326393.673|1777.0|1.9|1770.61
1493|351770 Guará|2018|351770|Guará|5004|4970|8359|2796|10533|10596|21129|34606.46|379.22||21608.17|299.75||3.5|6.0|9.5|14.0|13.0||38.0|41.0|46.0|0.02|439580.671|2460.0|2.3|2157.49
1494|351780 Guaraçaí|2018|351780|Guaraçaí|1369|1566|3649|1773|4152|4205|8357|21575.15|0.0||12379.58|0.0||1.0|0.0|1.0|5.0|3.0||13.0|13.0|16.0|0.01|273862.21|1027.0|2.1|1978.78
1495|351790 Guaraci|2018|351790|Guaraci|2427|2531|4513|1617|5703|5385|11088|53896.49|38.91||24969.33|13.75||1.0|0.0|1.0|9.0|4.0||15.0|15.0|19.0|0.01|329127.002|2200.0|2.8|2641.23
1496|351800 Guarani d'Oeste|2018|351800|Guarani d'Oeste|386|381|834|401|945|1057|2002|4828.39|1431.27||6057.75|81.0||1.0|0.0|1.0|3.0|0.0||2.0|2.0|4.0|0.0|35546.471|285.0|2.0|1889.42
1497|351810 Guarantã|2018|351810|Guarantã|1475|1552|2654|973|3324|3330|6654|570.31|0.0||6167.42|0.0||2.0|0.0|2.0|6.0|0.0||4.0|4.0|6.0|0.01|174176.163|955.0|1.9|1846.4
1498|351820 Guararapes|2018|351820|Guararapes|5892|6699|14331|5852|16155|16619|32774|49407.93|31.6||20356.33|11.17||4.0|6.0|10.0|12.5|15.5||45.5|47.5|49.5|0.04|909954.305|5160.0|2.4|2303.52
1499|351830 Guararema|2018|351830|Guararema|5865|6902|12357|4327|14778|14673|29451|106492.16|225.89||27257.0|212.5||4.5|1.0|5.5|9.0|6.5||24.5|25.5|27.5|0.06|1413582.278|7153.0|3.0|2904.75
1500|351840 Guaratinguetá|2018|351840|Guaratinguetá|22093|26003|52876|20101|58198|62875|121073|712389.06|373.41||60255.42|782.58||14.0|49.0|63.0|34.0|115.0||288.5|307.5|316.5|0.26|5672184.125|29870.0|3.0|2878.09
1501|351850 Guareí|2018|351850|Guareí|2707|4784|8884|1768|12190|5953|18143|12488.73|56.84||31220.25|418.17||4.5|0.0|4.5|8.0|2.5||9.5|9.5|11.5|0.01|222781.799|2048.0|1.9|1855.85
1502|351860 Guariba|2018|351860|Guariba|8907|9714|16518|4575|20114|19600|39714|115991.22|68.37||29408.92|24.17||11.0|3.5|14.5|12.0|15.0||39.5|44.5|46.5|0.04|899806.498|6862.0|2.7|2566.11
1503|351870 Guarujá|2018|351870|Guarujá|70959|75296|131970|39882|154565|163542|318107|1577279.34|1330.38||195677.75|1767.83||40.5|28.5|69.0|59.0|109.5||285.0|331.5|339.5|0.39|8599008.831|47389.0|3.1|2918.24
1504|351880 Guarulhos|2018|351880|Guarulhos|305394|336278|569841|154386|664117|701782|1365899|3867867.77|67144.14||518157.25|21284.08||157.0|156.0|313.0|149.0|440.0||670.0|871.5|881.5|2.77|61325724.489|329765.0|3.2|3060.68
1505|351885 Guatapará|2018|351885|Guatapará|1708|1753|3000|1141|3913|3689|7602|11980.84|102.64||5872.5|40.25||1.0|0.0|1.0|8.0|1.0||4.5|6.0|9.0|0.01|212860.234|1193.0|2.5|2370.87
1506|351890 Guzolândia|2018|351890|Guzolândia|1094|1150|2175|807|2681|2545|5226|718.55|||4110.0|||2.0|0.0|2.0|3.0|0.0||2.0|2.0|3.0|0.0|65820.615|446.0|2.0|1913.26
1507|351900 Herculândia|2018|351900|Herculândia|1906|2110|3960|1486|4755|4707|9462|77151.8|47.87||7826.33|16.92||3.0|0.0|3.0|8.0|4.0||11.0|11.0|14.0|0.01|313971.997|999.0|2.5|2417.72
1508|351905 Holambra|2018|351905|Holambra|2953|3237|6570|1819|7352|7227|14579|46561.92|0.0||7979.0|0.0||1.0|1.0|2.0|6.0|5.0||18.0|20.0|21.0|0.04|970052.535|6811.0|2.8|2682.63
1509|351907 Hortolândia|2018|351907|Hortolândia|47864|57652|96945|24892|116250|111103|227353|508452.78|1368.21||163747.42|1969.67||26.0|11.5|37.5|51.0|61.5||138.5|154.5|164.0|0.59|13116393.02|43989.0|4.4|4232.45
1510|351910 Iacanga|2018|351910|Iacanga|2276|2567|4949|1767|6112|5447|11559|26684.32|||14332.25|||3.0|2.0|5.0|8.0|4.0||15.0|15.0|17.0|0.02|427955.46|2079.0|1.6|1565.06
1511|351920 Iacri|2018|351920|Iacri|1166|1247|2680|1255|3238|3110|6348|2391.26|0.0||11165.17|0.0||1.0|0.0|1.0|4.0|1.0||3.0|3.0|5.0|0.01|191441.42|673.0|2.2|2062.83
1512|351925 Iaras|2018|351925|Iaras|1412|2062|4589|893|6669|2287|8956|1178.33|0.0||1658.67|0.0||12.0|0.0|12.0|7.0|0.0||5.0|5.0|7.0|0.01|152535.578|1318.0|2.9|2752.17
1513|351930 Ibaté|2018|351930|Ibaté|7784|8797|14411|3734|18038|16688|34726|86783.78|604.65||26407.0|224.42||2.0|2.0|4.0|14.0|6.5||34.0|35.0|38.0|0.04|849194.412|5850.0|2.6|2473.13
1514|351940 Ibirá|2018|351940|Ibirá|2330|2638|5126|2170|6202|6062|12264|12966.81|5.19||4366.42|1.83||2.0|0.0|2.0|6.0|12.0||17.5|18.5|19.5|0.01|251106.339|1887.0|2.1|2036.73
1515|351950 Ibirarema|2018|351950|Ibirarema|1596|1773|3133|1161|3890|3773|7663|9910.3|4.01||36733.25|1.42||1.0|0.5|1.5|5.0|1.0||5.0|5.0|7.0|0.01|183537.298|616.0|2.0|1937.78
1516|351960 Ibitinga|2018|351960|Ibitinga|11335|13116|26184|8816|29508|29943|59451|65457.07|66.47||24899.75|23.67||7.0|5.0|12.0|22.5|34.5||140.0|144.0|149.0|0.07|1523757.346|13666.0|1.8|1694.77
1517|351970 Ibiúna|2018|351970|Ibiúna|16901|18052|32330|10979|39730|38532|78262|572073.18|256.33||115473.75|55.33||8.0|6.0|14.0|26.0|17.5||45.0|50.0|53.5|0.08|1701924.431|11073.0|2.3|2216.41
