|Atendimentos_valor_medio|Renda média (R$)|Estabelecimentos_Publicos|Code|Município|Psi_valor_medio|Profissionais_Privados|Assalariados|Estabelecimentos_Total|Profissionais_Total|Estabelecimentos_Privados|Contribuição para o PIB estadual %|0 a 14 anos|Masculino|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Psi|Cidades|60+ anos|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|Psi_qtd_media|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media|Profissionais_Publicos
567|76780.01|2290.62|19.0|355060|355060 São Roque|191.0|36.0|20627.0|134.5|49.0|115.5|0.13|16480|45092|2.3|18952|197.0|São Roque|15889|2971649.829|214.0|92060|222.92|2020|46968|40739|12999.92|13.0
568|182363.31|3142.13|53.5|355070|355070 São Sebastião|2501.63|6.5|18744.0|101.5|26.0|48.0|0.17|20332|44869|3.1|21276|184.0|São Sebastião|10611|3781838.9|188.5|90328|509.17|2020|45459|38109|73017.25|19.5
571|929081.99|2443.51|77.5|355100|355100 São Vicente|43034.47|31.5|35329.0|156.5|73.5|79.0|0.25|76165|176285|2.4|81895|183.0|São Vicente|56543|5450049.304|217.0|368355|5175.17|2020|192070|153752|177925.42|42.0
578|770394.16|2907.67|34.0|355170|355170 Sertãozinho|787.63|54.5|41463.0|224.5|65.5|190.5|0.25|25469|63131|2.9|28417|322.5|Sertãozinho|17569|5496320.805|379.5|127142|246.92|2020|64011|55687|90962.08|11.0
583|5296006.7|2995.0|89.5|355220|355220 Sorocaba|7481.75|247.0|197693.0|681.0|329.5|591.5|1.58|129204|337196|3.0|151886|1053.0|Sorocaba|103946|35015188.393|1146.5|687357|11771.08|2020|350161|302321|455581.42|82.5
585|1298089.12|3700.39|48.5|355240|355240 Sumaré|22221.41|25.0|54015.0|144.0|59.5|95.5|0.65|60914|142068|3.7|67188|207.5|Sumaré|35353|14438898.027|242.5|286211|2045.75|2020|144143|122756|132433.92|34.5
587|1028100.09|3010.45|52.5|355250|355250 Suzano|2891.0|36.5|55254.0|200.5|92.5|148.0|0.5|64188|147168|3.0|70875|200.0|Suzano|38979|11147866.005|269.5|300559|1995.58|2020|153391|126517|149236.0|56.0
590|1568431.04|2557.16|43.5|355280|355280 Taboão da Serra|5750.73|13.0|63536.0|116.5|56.5|73.0|0.38|64404|140184|2.6|69163|107.5|Taboão da Serra|34927|8378881.421|129.0|293652|1006.08|2020|153468|125158|123432.08|43.5
605|225405.91|2420.76|43.0|355400|355400 Tatuí|5941.41|39.5|27352.0|156.5|56.5|113.5|0.18|25342|60956|2.4|27679|327.5|Tatuí|18407|4002026.4560000002|355.5|122967|984.17|2020|62011|51539|69497.58|17.0
606|3245900.57|2977.1|89.0|355410|355410 Taubaté|17966.68|175.0|80353.0|443.5|233.0|354.5|0.78|61849|156577|3.0|68546|645.5|Taubaté|49855|17267226.099|835.0|317915|2597.75|2020|161338|137665|232123.25|58.0
618|615054.47|2041.35|33.5|355500|355500 Tupã|12735.55|24.0|15522.0|128.5|43.0|95.0|0.08|10874|31940|2.0|11686|203.0|Tupã|14577|1794916.763|224.0|65570|1348.58|2020|33630|28433|44165.33|19.0
631|168828.92|3071.73|37.0|355620|355620 Valinhos|10348.46|24.0|47688.0|140.0|48.0|103.0|0.28|23045|64580|3.1|26049|377.5|Valinhos|21434|6199567.454|420.0|131210|1289.92|2020|66630|60682|40015.75|24.0
636|196330.57|2956.86|24.0|355650|355650 Várzea Paulista|139985.14|3.5|16883.0|43.0|8.5|19.0|0.13|26443|61428|3.0|28999|31.5|Várzea Paulista|15303|2843700.811|45.5|123071|8258.92|2020|61643|52326|33494.75|5.0
638|139238.08|3292.42|19.5|355670|355670 Vinhedo|1624.74|35.0|36987.0|104.5|59.0|85.0|0.42|14869|39653|3.3|16439|260.5|Vinhedo|12548|9276684.042000001|290.0|80111|1080.92|2020|40458|36255|34282.08|24.0
642|146908.06|2594.2|34.0|355700|355700 Votorantim|327.0|9.0|19320.0|84.0|18.0|50.0|0.14|25604|61458|2.6|28894|92.5|Votorantim|16680|3093368.486|101.5|123599|2299.08|2020|62141|52421|28962.92|9.0
643|1025191.03|2122.01|41.0|355710|355710 Votuporanga|876.41|47.0|25603.0|135.5|59.5|94.5|0.13|15404|46645|2.1|18283|211.5|Votuporanga|18497|2928687.61|286.0|95338|1026.92|2020|48693|43154|179459.17|12.5
645|472320.82|2157.34|20.5|350010|350010 Adamantina|45288.67|26.5|10297.0|82.0|39.5|61.5|0.05|5418|17054|2.2|6467|121.5|Adamantina|7727|1084405.125|132.5|35068|3225.92|2019|18014|15456|36777.17|13.0
663|625193.35|2817.01|37.0|350160|350160 Americana|81361.29|231.5|71482.0|275.0|258.0|238.0|0.51|41102|117583|2.8|49246|886.5|Americana|40979|11332408.168|905.5|239597|5609.08|2019|122014|108270|101445.5|26.5
666|514479.67|2695.72|31.0|350190|350190 Amparo|2458.51|22.5|21921.0|144.5|44.5|113.5|0.21|12078|35517|2.7|14873|260.0|Amparo|13369|4646509.88|272.0|72195|3263.17|2019|36678|31875|71117.25|22.0
668|513498.25|2215.23|20.0|350210|350210 Andradina|9030.12|39.0|15232.0|80.0|60.0|60.0|0.09|9763|28283|2.2|11330|207.5|Andradina|10808|1922486.331|214.5|57157|1089.33|2019|28874|25256|80140.08|21.0
676|2138326.08|2420.18|62.0|350280|350280 Araçatuba|24397.76|102.0|50343.0|288.5|151.5|226.5|0.33|33806|95294|2.4|38526|655.0|Araçatuba|36125|7349421.342|768.0|197016|4521.33|2019|101722|88559|213623.17|49.5
681|1927842.31|2583.69|98.5|350320|350320 Araraquara|9855.77|94.0|73396.0|449.5|151.5|351.0|0.43|41255|113905|2.6|48450|669.0|Araraquara|41802|9409114.424|733.0|236072|2203.92|2019|122167|104565|195671.33|57.5
682|692760.8|2791.54|39.0|350330|350330 Araras|1078.69|34.5|36710.0|154.0|54.5|115.0|0.25|24508|66080|2.8|28546|264.0|Araras|22188|5565138.216|298.0|134236|1467.08|2019|68156|58994|116096.08|20.0
691|686478.24|2459.74|50.5|350400|350400 Assis|21513.29|65.5|21319.0|223.0|91.0|172.5|0.15|19007|51251|2.5|21376|378.5|Assis|18623|3363335.667|388.0|104386|1831.67|2019|53135|45380|68631.17|25.5
692|479680.06|2636.71|32.5|350410|350410 Atibaia|669.18|86.0|39422.0|159.0|107.5|126.5|0.32|27093|69878|2.6|29983|297.5|Atibaia|24504|7140404.267000001|302.5|142761|643.08|2019|72883|61181|64765.58|21.5
696|605470.29|2143.88|34.0|350450|350450 Avaré|23397.35|34.5|21022.0|94.0|55.0|60.0|0.12|17962|44984|2.1|19396|228.0|Avaré|15030|2737160.7569999998|243.5|90655|1655.25|2019|45671|38267|85119.67|20.5
707|7084769.37|2397.09|43.5|350550|350550 Barretos|75472.52|26.5|30547.0|141.5|69.5|98.0|0.22|22619|59049|2.4|25394|265.5|Barretos|20538|4859369.075|297.5|122098|6460.17|2019|63049|53547|241849.67|43.0
709|1906707.27|4091.67|47.5|350570|350570 Barueri|10464.8|45.0|278250.0|273.0|110.5|225.5|2.29|60355|132452|4.1|66255|318.0|Barueri|31350|50566643.986999996|356.0|274182|6136.33|2019|141730|116222|457779.83|65.5
711|491448.99|2499.35|22.5|350590|350590 Batatais|8002.23|28.5|14751.0|65.5|42.5|43.0|0.07|11511|30740|2.5|13506|250.5|Batatais|11180|1590068.481|258.0|62508|1811.5|2019|31768|26311|78130.42|14.0
712|3312592.46|2646.22|100.0|350600|350600 Bauru|40450.94|110.0|125989.0|431.5|198.0|331.5|0.66|69401|182485|2.7|80009|768.0|Bauru|64333|14642060.756|817.5|376818|3863.75|2019|194333|163075|290859.25|88.0
713|651620.4|2305.42|29.0|350610|350610 Bebedouro|50127.23|32.5|27056.0|117.0|53.0|88.0|0.15|13735|37562|2.3|15974|228.5|Bebedouro|14390|3344551.3660000004|269.5|77496|5674.5|2019|39934|33397|63284.0|20.5
718|304866.43|1975.69|29.5|350650|350650 Birigui|2888.07|23.0|29826.0|120.0|39.0|90.5|0.15|22577|60514|2.0|25487|174.0|Birigui|20406|3336569.6|204.0|123638|460.0|2019|63124|55168|102168.75|16.0
730|2665139.22|2932.7|45.0|350750|350750 Botucatu|10517.69|88.5|41370.0|156.5|170.5|111.5|0.21|28578|71273|2.9|31272|583.5|Botucatu|24540|4623409.471|624.0|146497|7165.0|2019|75224|62107|290984.75|82.0
731|1652561.7|2486.45|51.0|350760|350760 Bragança Paulista|918.7|41.0|43836.0|246.0|73.0|195.0|0.29|31040|83017|2.5|36564|374.0|Bragança Paulista|27770|6305506.737000001|388.5|168668|1212.5|2019|85651|73294|116675.25|32.0
741|233023.06|3078.96|35.0|350850|350850 Caçapava|716.81|50.0|20881.0|138.5|59.5|103.5|0.2|18958|46830|3.1|20102|278.0|Caçapava|14898|4318444.515|290.5|94263|793.25|2019|47433|40305|151501.17|9.5
746|201752.79|2785.78|23.5|350900|350900 Caieiras|1771.89|16.0|20865.0|67.0|34.5|43.5|0.16|22126|49312|2.8|24047|49.0|Caieiras|11662|3556312.285|68.0|101470|617.08|2019|52158|43635|58371.17|18.5
748|277189.42|3103.89|18.5|350920|350920 Cajamar|1060.07|6.0|41598.0|56.0|22.5|37.5|0.77|18223|38229|3.1|19734|53.5|Cajamar|7165|16970110.949|62.5|76801|415.33|2019|38572|31679|70777.08|16.5
753|10485921.07|3686.0|153.5|350950|350950 Campinas|441372.35|329.5|400552.0|1033.0|591.5|879.5|2.78|219457|580698|3.7|260728|1910.5|Campinas|197763|61397262.531|2172.0|1204073|70415.33|2019|623375|526125|447659.33|262.0
765|1050070.16|2709.45|48.5|351050|351050 Caraguatatuba|1032.12|23.0|26494.0|130.0|39.5|81.5|0.15|26137|60016|2.7|26830|159.0|Caraguatatuba|17974|3325920.0489999996|189.5|121532|2079.75|2019|61516|50591|157625.67|16.5
766|1018024.18|2252.39|40.5|351060|351060 Carapicuíba|2032.25|9.0|36452.0|98.5|47.0|58.0|0.26|90294|194195|2.3|94714|91.5|Carapicuíba|47617|5745311.022999999|107.5|400927|1252.08|2019|206732|168302|155587.92|38.0
771|1129112.19|2511.09|43.5|351110|351110 Catanduva|9982.2|48.5|35418.0|280.5|79.0|237.0|0.19|20839|59208|2.5|23890|354.0|Catanduva|23238|4195220.659|523.5|121862|2257.25|2019|62654|53895|81058.83|30.5
790|859877.33|3121.54|49.0|351300|351300 Cotia|2.8|16.5|75289.0|144.0|41.0|95.0|0.57|55488|121942|3.1|58481|142.5|Cotia|29172|12534568.975|165.5|249210|249.67|2019|127268|106069|212015.33|24.5
794|390876.84|3339.87|34.0|351340|351340 Cruzeiro|1065.56|38.5|16263.0|178.5|55.5|144.5|0.11|16300|40110|3.3|17493|214.5|Cruzeiro|13604|2435818.473|275.0|82238|1109.42|2019|42128|34841|50263.83|17.0
795|443456.89|4222.84|39.0|351350|351350 Cubatão|26210.94|21.0|27995.0|80.5|44.0|41.5|0.6|29404|65070|4.2|31731|152.5|Cubatão|14639|13183238.55|167.0|130705|2736.75|2019|65635|54931|89358.25|23.0
798|1700382.77|3067.91|51.0|351380|351380 Diadema|1979.89|12.0|88258.0|145.0|64.0|94.0|0.66|92153|204136|3.1|101221|154.5|Diadema|49237|14671971.222000001|185.5|423884|6092.08|2019|219748|181273|214698.42|52.0
805|627159.16|2074.2|18.5|351440|351440 Dracena|58877.5|42.0|11391.0|66.0|55.5|47.5|0.05|7274|23773|2.1|8976|209.0|Dracena|9477|1199690.637|210.5|46793|6235.25|2019|23020|21066|64694.58|13.5
813|577960.33|2753.71|33.5|351500|351500 Embu das Artes|351.3|16.0|42167.0|62.0|35.5|28.5|0.6|64226|132401|2.8|67661|81.5|Embu das Artes|28597|13248193.38|84.5|273726|1932.08|2019|141325|113242|163277.42|19.5
825|727544.74|2068.4|40.0|351550|351550 Fernandópolis|765.0|64.5|15691.0|223.5|82.0|183.5|0.09|10840|33776|2.1|13225|220.0|Fernandópolis|14384|2006103.79|358.5|69116|1195.25|2019|35340|30667|54363.92|17.5
827|279296.72|2371.22|36.0|351570|351570 Ferraz de Vasconcelos|6550.97|4.0|19442.0|53.5|28.0|17.5|0.14|45275|94469|2.4|49622|42.5|Ferraz de Vasconcelos|20127|3137940.1960000005|50.5|194276|1714.42|2019|99807|79252|81390.75|24.0
832|2895612.35|2161.0|60.5|351620|351620 Franca|38682.1|113.0|82195.0|370.0|175.5|309.5|0.45|70594|172011|2.2|80076|753.0|Franca|54361|9992981.252999999|839.5|353187|3432.17|2019|181176|148156|320629.58|62.5
833|315761.02|2233.78|25.0|351630|351630 Francisco Morato|6522.32|6.5|9112.0|56.0|20.0|31.0|0.07|44088|87388|2.2|45141|58.0|Francisco Morato|17716|1517245.4|66.5|175844|767.75|2019|88456|68899|101112.08|13.5
834|1057107.53|2498.84|49.0|351640|351640 Franco da Rocha|455.2|8.0|17150.0|83.0|66.5|34.0|0.14|34911|78664|2.5|38571|78.5|Franco da Rocha|15957|2995316.152|92.5|154489|305.0|2019|75825|65050|123554.5|58.5
855|727560.77|3006.31|34.5|351840|351840 Guaratinguetá|241.4|51.5|30558.0|164.0|64.5|129.5|0.26|21987|58537|3.0|25534|309.5|Guaratinguetá|20910|5672184.125|328.5|121798|202.67|2019|63261|53367|62240.42|13.0
858|1737101.25|2973.94|60.0|351870|351870 Guarujá|2337.72|30.5|46773.0|184.5|72.0|124.5|0.39|70832|155648|3.0|74673|341.5|Guarujá|41791|8599008.831|347.0|320459|1664.08|2019|164811|133163|201426.5|41.5
859|3843563.96|3080.77|151.0|351880|351880 Guarulhos|53546.41|174.0|333738.0|594.0|337.0|443.0|2.77|305270|670399|3.1|335584|691.5|Guarulhos|162000|61325724.48899999|881.5|1379182|24525.0|2019|708783|576328|530665.92|163.0
864|836680.16|4004.89|51.0|351907|351907 Hortolândia|501.82|15.0|46222.0|124.5|41.0|73.5|0.59|48047|118171|4.0|57426|150.5|Hortolândia|26398|13116393.02|166.0|230851|2201.83|2019|112680|98980|186112.33|26.0
882|1052279.78|3386.3|35.5|352050|352050 Indaiatuba|173500.42|59.5|77260.0|213.5|99.5|178.0|0.71|49037|125530|3.4|57351|343.0|Indaiatuba|34142|15596305.246|411.5|251627|36041.75|2019|126097|111097|289486.33|40.0
899|376587.4|2268.59|35.0|352210|352210 Itanhaém|1919.52|6.0|14661.0|66.5|30.5|31.5|0.09|22238|48736|2.3|20137|59.0|Itanhaém|19574|1885630.928|74.0|101816|2579.5|2019|53080|39867|103453.83|24.5
901|1058412.74|2474.98|24.0|352220|352220 Itapecerica da Serra|48.88|17.5|22963.0|50.0|31.0|26.0|0.17|40241|88971|2.5|43928|51.5|Itapecerica da Serra|18481|3660938.18|60.5|175693|909.25|2019|86722|73043|155941.08|13.5
902|885526.74|2145.02|53.0|352230|352230 Itapetininga|242.72|46.0|33323.0|154.0|83.0|101.0|0.22|34657|82279|2.1|38251|361.0|Itapetininga|23490|4754148.451|386.5|163901|658.58|2019|81622|67503|62772.25|37.0
903|951063.1|1974.97|42.5|352240|352240 Itapeva|43745.94|32.5|18605.0|113.0|45.5|70.5|0.11|20966|46684|2.0|22494|228.0|Itapeva|12548|2521974.41|246.0|94354|2603.75|2019|47670|38346|167975.5|13.0
904|758072.11|3910.97|39.5|352250|352250 Itapevi|1690.29|4.0|34543.0|93.5|19.0|54.0|0.55|59050|116936|3.9|61968|83.5|Itapevi|21935|12172060.617999999|98.5|237700|1010.83|2019|120764|94747|165890.67|15.0
905|236806.44|2703.98|25.0|352260|352260 Itapira|29209.26|25.0|23776.0|67.0|46.0|42.0|0.18|12236|36897|2.7|15651|132.0|Itapira|13678|3905552.187|142.5|74773|5748.83|2019|37876|33208|80357.08|21.0
911|1003881.89|2487.97|38.5|352310|352310 Itaquaquecetuba|1069.99|6.0|43482.0|75.0|22.0|36.5|0.33|91185|181773|2.5|96565|69.0|Itaquaquecetuba|35864|7212559.667|83.5|370821|381.0|2019|189048|147207|259270.0|16.0
914|450543.33|2999.99|37.5|352340|352340 Itatiba|25074.66|18.5|34196.0|128.0|43.5|90.5|0.27|22701|59854|3.0|26943|151.5|Itatiba|17506|6051183.935|184.0|120858|2712.67|2019|61004|53708|103240.25|25.0
919|1898634.17|2838.37|50.5|352390|352390 Itu|452.57|47.0|54304.0|173.0|77.0|122.5|0.35|34674|85861|2.8|39192|314.5|Itu|24419|7831498.159|319.5|173939|198.08|2019|88078|75654|151682.08|30.0
921|553749.59|2247.37|20.5|352410|352410 Ituverava|13677.79|11.0|6791.0|101.5|26.5|81.0|0.07|7720|20381|2.3|8695|182.0|Ituverava|7534|1524621.96|190.0|41824|1376.25|2019|21443|17875|48905.67|15.5
923|551927.59|2822.5|24.5|352430|352430 Jaboticabal|44962.13|14.0|21322.0|93.0|34.0|68.5|0.13|13613|37598|2.8|16377|145.0|Jaboticabal|13866|2906847.193|163.5|77263|5288.75|2019|39665|33407|80792.17|20.0
924|1292818.82|3363.42|40.5|352440|352440 Jacareí|25160.68|85.0|49178.0|221.5|140.0|181.0|0.57|46919|113655|3.4|50877|426.0|Jacareí|35983|12705392.677000001|457.5|233662|3415.92|2019|120007|99883|132372.92|55.0
927|275125.28|3673.27|29.0|352470|352470 Jaguariúna|1959.97|19.0|33044.0|61.5|33.0|32.5|0.52|11597|28390|3.7|13101|82.5|Jaguariúna|7937|11529843.917000001|88.5|57488|930.58|2019|29098|24853|76136.0|14.0
928|1287400.81|2189.83|29.0|352480|352480 Jales|200.17|29.0|11074.0|139.5|43.5|110.5|0.07|7784|23998|2.2|8948|202.5|Jales|10385|1546576.083|219.0|49107|473.75|2019|25109|21990|60202.25|14.5
930|257651.63|3249.64|25.0|352500|352500 Jandira|773.86|7.0|19222.0|40.5|16.0|15.5|0.18|28577|60892|3.3|31126|30.0|Jandira|12528|4014711.34|45.0|124937|702.58|2019|64045|52706|197248.25|9.0
933|3897251.49|2206.01|44.5|352530|352530 Jaú|69982.49|38.5|36485.0|174.5|72.0|130.0|0.21|29170|73593|2.2|32067|395.0|Jaú|24051|4733100.115|485.5|150252|4697.0|2019|76659|64964|160828.17|33.5
940|3324158.49|3315.14|82.0|352590|352590 Jundiaí|127486.4|224.0|167534.0|605.0|302.5|523.0|1.97|76181|204115|3.3|85602|1399.5|Jundiaí|71469|43632890.536000006|1619.5|418962|14683.08|2019|214847|185710|303179.67|78.5
948|579061.02|2361.75|33.5|352670|352670 Leme|24572.9|17.0|22355.0|123.0|40.0|89.5|0.15|21699|51889|2.4|23933|181.5|Leme|14416|3207602.0939999996|195.5|103391|2813.75|2019|51502|43343|114733.5|23.0
949|410576.03|2722.4|20.0|352680|352680 Lençóis Paulista|38648.84|19.5|19010.0|80.5|32.0|60.5|0.12|13650|34014|2.7|15317|200.5|Lençóis Paulista|9820|2639062.006|211.5|68432|2305.5|2019|34418|29645|95718.67|12.5
950|1457141.78|2858.14|57.0|352690|352690 Limeira|46555.73|76.0|81077.0|254.0|128.5|197.0|0.6|57262|150297|2.9|65822|717.0|Limeira|48868|13192024.795999998|747.5|306114|4477.08|2019|155817|134162|142512.42|52.5
952|120456.54|2288.31|32.0|352710|352710 Lins|746.17|55.0|23915.0|212.0|79.0|180.0|0.17|14047|38252|2.3|16208|492.5|Lins|13679|3785365.526|502.0|78013|2894.83|2019|39761|34079|47677.25|24.0
953|412676.27|2532.75|31.0|352720|352720 Lorena|1738.68|27.5|16621.0|95.0|43.5|64.0|0.13|17804|42906|2.5|19102|227.0|Lorena|14588|2826717.961|247.5|88706|674.33|2019|45800|37212|116066.0|16.0
967|273434.25|2172.35|25.0|352850|352850 Mairiporã|1858.48|16.0|15437.0|49.0|32.5|24.0|0.08|19359|51180|2.2|23624|40.5|Mairiporã|12827|1748553.221|50.5|100179|845.08|2019|48999|44369|65825.42|16.5
973|2598204.09|2563.21|91.0|352900|352900 Marília|23719.07|109.5|67370.0|304.0|215.0|213.0|0.37|42037|115206|2.6|49712|887.0|Marília|43173|8082305.727000001|925.0|238882|3976.42|2019|123676|103960|145527.83|105.5
976|482852.13|2437.79|30.0|352930|352930 Matão|6927.5|18.0|31816.0|141.0|45.5|111.0|0.19|14392|41200|2.4|17623|179.5|Matão|13966|4153988.5560000003|213.5|83170|2649.75|2019|41970|37189|82124.42|27.5
977|836229.55|3122.45|63.0|352940|352940 Mauá|544.05|36.0|65111.0|230.0|85.5|167.0|0.69|97875|232053|3.1|113536|258.5|Mauá|57544|15287482.918|276.5|472912|1719.25|2019|240859|203957|346861.83|49.5
987|199891.62|2361.68|18.0|353030|353030 Mirassol|9717.16|19.0|14034.0|84.5|39.0|66.5|0.08|10567|29431|2.4|12220|119.0|Mirassol|10262|1810222.969|138.0|59824|1037.42|2019|30393|26775|50475.58|20.0
989|198018.22|2241.45|34.5|353050|353050 Mococa|15600.04|41.0|15297.0|167.0|59.0|132.5|0.1|12445|34251|2.2|14119|133.0|Mococa|12665|2120615.228|231.0|68885|6658.33|2019|34634|29656|59393.92|18.0
990|2315275.88|2570.91|73.0|353060|353060 Mogi das Cruzes|6039.56|117.5|99288.0|281.0|176.0|208.0|0.7|94763|216905|2.6|102345|200.5|Mogi das Cruzes|61655|15386499.313|300.5|445842|3958.25|2019|228937|187079|366595.92|58.5
991|759036.05|2712.36|37.0|353070|353070 Mogi Guaçu|44423.59|21.5|37915.0|145.5|37.0|108.5|0.27|28093|75229|2.7|32899|319.0|Mogi Guaçu|24279|5873500.065|351.0|151888|3119.83|2019|76659|66617|80367.33|15.5
992|640030.71|2798.04|27.0|353080|353080 Mogi Mirim|14910.69|10.5|27154.0|113.5|49.5|86.5|0.21|16667|45720|2.8|19265|218.5|Mogi Mirim|16319|4601570.641|231.5|93189|5387.25|2019|47469|40938|88185.0|39.0
997|245870.41|2537.96|20.0|353130|353130 Monte Alto|8289.62|37.0|12528.0|95.0|47.0|75.0|0.08|8386|24764|2.5|10217|201.0|Monte Alto|9616|1802819.84|207.0|50498|929.25|2019|25734|22279|76721.5|10.0
1034|2678085.29|3139.57|87.5|353440|353440 Osasco|4341.77|213.5|161102.0|655.0|268.5|567.5|3.47|142583|334750|3.1|158498|695.0|Osasco|96000|76609046.345|996.5|698418|2854.5|2019|363668|301337|544786.58|55.0
1037|948202.09|2287.63|36.0|353470|353470 Ourinhos|72489.13|56.5|25472.0|202.5|89.5|166.5|0.14|22118|55089|2.3|23683|425.0|Ourinhos|19546|3069407.0689999997|433.5|113542|4890.0|2019|58453|48195|66990.58|33.0
1057|266958.22|4532.95|26.0|353650|353650 Paulínia|314.29|34.0|44576.0|93.0|57.5|67.0|1.48|23634|54170|4.5|25085|146.0|Paulínia|12483|32690878.463000003|179.5|109424|774.67|2019|55254|48222|75178.83|23.5
1067|246190.13|2107.11|20.0|353730|353730 Penápolis|78858.08|14.5|14022.0|75.0|30.0|55.0|0.08|11436|31219|2.1|12538|167.5|Penápolis|12206|1664176.583|177.0|63407|5666.92|2019|32188|27227|81686.92|15.5
1074|811584.59|3300.71|45.0|353800|353800 Pindamonhangaba|8722.06|45.0|31481.0|144.0|60.0|99.0|0.39|34569|82492|3.3|37803|382.5|Pindamonhangaba|24587|8616941.936|409.0|168328|782.58|2019|85836|71369|142385.33|15.0
1080|2628153.0|3174.15|116.0|353870|353870 Piracicaba|34913.13|138.5|119106.0|523.0|178.5|407.0|1.2|75472|197711|3.2|87597|1045.0|Piracicaba|66254|26421071.96|1051.0|404142|4144.5|2019|206431|174819|328531.0|40.0
1086|217782.53|2942.42|26.5|353930|353930 Pirassununga|84249.15|23.5|21182.0|97.0|49.5|70.5|0.13|14053|37478|2.9|15743|240.5|Pirassununga|13809|2791616.994|253.0|76409|5371.42|2019|38931|32804|46236.25|26.0
1091|314069.72|2173.83|27.0|353980|353980 Poá|4945.74|17.0|25601.0|45.5|26.5|18.5|0.21|25387|56542|2.2|27803|42.0|Poá|14479|4660371.284|57.5|117452|796.17|2019|60910|49783|87981.75|9.5
1106|1871680.56|2429.05|58.0|354100|354100 Praia Grande|29793.45|49.5|51263.0|174.5|83.5|116.5|0.32|69268|155546|2.4|71118|208.0|Praia Grande|51316|7041818.488|243.5|325073|3197.5|2019|169527|133371|220309.5|34.0
1111|3008649.69|2522.0|70.5|354140|354140 Presidente Prudente|111082.11|148.5|63958.0|384.0|213.5|313.5|0.36|41243|110249|2.5|46553|792.5|Presidente Prudente|40901|7994539.21|862.5|228743|10691.33|2019|118494|100046|209120.92|65.0
1133|469571.13|2564.73|22.0|354330|354330 Ribeirão Pires|205682.46|33.0|20775.0|85.5|59.5|63.5|0.14|22778|60291|2.6|26125|97.0|Ribeirão Pires|19557|3042929.845|115.0|123393|13100.58|2019|63102|54933|59321.42|26.5
1134|7872697.36|2756.55|97.5|354340|354340 Ribeirão Preto|25566.28|302.5|230067.0|1104.0|472.5|1006.5|1.55|128394|339674|2.8|154047|1831.0|Ribeirão Preto|113652|34327543.843|2308.0|703293|5260.17|2019|363619|307200|664550.92|170.0
1138|935353.98|2852.36|49.5|354390|354390 Rio Claro|23666.52|69.0|63025.0|263.5|109.0|214.0|0.44|37785|100801|2.9|43980|493.5|Rio Claro|34347|9799855.547|559.5|206424|3558.5|2019|105623|90312|176442.5|40.0
1154|306144.36|2740.06|28.5|354520|354520 Salto|4764.08|29.5|30991.0|93.5|44.0|65.0|0.33|22708|58442|2.7|26484|156.5|Salto|17413|7310873.846|176.5|118663|556.67|2019|60221|52058|56362.5|14.5
1160|891908.8|2565.08|30.0|354580|354580 Santa Bárbara d'Oeste|148897.17|34.0|42726.0|112.0|49.5|82.0|0.27|34163|95747|2.6|41276|280.0|Santa Bárbara d'Oeste|30962|5929775.837|297.5|193475|8857.58|2019|97728|87074|181537.67|15.5
1179|925664.28|2948.25|23.0|354730|354730 Santana de Parnaíba|3435.9|3.0|55042.0|40.5|40.0|17.5|0.42|30143|68568|3.0|32554|34.0|Santana de Parnaíba|17612|9235462.659|41.0|139447|4562.42|2019|70879|59138|184016.67|37.0
1181|3060960.28|2694.35|88.5|354780|354780 Santo André|3313.68|137.5|210195.0|539.5|226.0|451.0|1.31|127633|345066|2.7|145959|386.5|Santo André|127849|28994685.621999998|637.5|718773|9057.75|2019|373707|317332|550031.33|88.5
1189|3168749.6|3212.24|97.5|354850|354850 Santos|75156.16|263.0|173713.0|633.0|365.0|535.5|1.02|68471|198315|3.2|77186|1340.0|Santos|102597|22476976.43|1544.5|433311|7213.42|2019|234996|185057|368012.33|102.0
1191|3458142.95|3673.0|100.5|354870|354870 São Bernardo do Campo|28237.0|251.5|251145.0|637.5|350.0|537.0|2.29|161122|405146|3.7|184653|564.5|São Bernardo do Campo|123476|50568693.335|833.5|838936|15702.25|2019|433790|369685|757293.67|98.5
1192|1460816.4|3184.27|48.0|354880|354880 São Caetano do Sul|84112.82|80.0|106879.0|445.0|129.5|397.0|0.61|23622|74052|3.2|28014|513.5|São Caetano do Sul|38025|13440728.406|701.0|161127|6167.5|2019|87075|71466|142564.83|49.5
1193|1384610.64|3277.29|62.0|354890|354890 São Carlos|76039.36|44.0|74730.0|388.0|94.0|326.0|0.51|45827|123565|3.3|52947|666.5|São Carlos|42427|11173000.339000002|723.0|251983|5239.67|2019|128418|110782|125111.42|50.0
1195|1194623.1|2446.85|40.5|354910|354910 São João da Boa Vista|835.96|65.0|22200.0|173.5|95.5|133.0|0.14|15407|44048|2.5|17961|520.0|São João da Boa Vista|17464|3129019.3680000002|545.0|91211|7932.75|2019|47163|40379|138971.83|30.5
1202|370334.27|2252.43|22.5|354970|354970 São José do Rio Pardo|75.23|28.0|12918.0|125.0|41.0|102.5|0.08|9234|27026|2.3|11125|154.5|São José do Rio Pardo|11006|1819622.721|194.0|54946|1100.08|2019|27920|23581|64361.17|13.0
