|Atendimentos_valor_medio|Estabelecimentos_Atend_1000|Estabelecimentos_Privados_1000|Profissionais_Privados_1000|Estabelecimentos_Publicos_1000|Renda média (R$)|Profissionais_Publicos_Prop|Estabelecimentos_Psi_Prop|Estabelecimentos_Publicos|Município|Psi_valor_medio|Estabelecimentos_Atend_Prop|Assalariados|Profissionais_Privados|Estabelecimentos_Total|Estabelecimentos_Psi_1000|Profissionais_Total_1000|Profissionais_Publicos_1000|Atendimentos_valor_medio_1000|Profissionais_Total|Estabelecimentos_Privados|Estabelecimentos_Privados_Prop|60+ anos_1000|Profissionais_Publicos|Contribuição para o PIB estadual %|0 a 14 anos|Assalariados_1000|Masculino|Psi_valor_medio_1000|Psi_qtd_media_1000|Masculino_1000|Profissionais_Privados_Prop|Renda média em Salários mínimos|15 a 29 anos|Estabelecimentos_Publicos_Prop|Estabelecimentos_Psi|Feminino_1000|Cidades|60+ anos|0 a 14 anos_1000|PIB (mil R$)|Estabelecimentos_Atend|Pop_Total|15 a 29 anos_1000|Psi_qtd_media|PIB (mil R$)_1000|data_ref|Feminino|30 a 59 anos|Atendimentos_qtd_media_1000|Estabelecimentos_Total_1000|30 a 59 anos_1000|Atendimentos_qtd_media|Code
3276|520171.54|2.30101335267847|0.4874067692865725|0.24937090521638597|0.35138627553218016|1706.79|0.4634146341463415|0.4847715736040609|31.0|350450 Avaré|1525.26|0.5152284263959391|20258.0|22.0|74.0|2.164992858924078|0.46473668699417375|0.21536578177778784|5896.165808981887|41.0|43.0|0.581081081081081|0.1469361383781823|19.0|0.11|18191|229.62526353970662|43782|17.288884858652036|7.9997052889301985|0.4962707714629004|0.5365853658536586|2.2|20692|0.4189189189189189|191.0|0.5037292285370996|Avaré|12963|0.20619573349051257|2180929.43|203.0|88222|0.23454467139715718|705.75|24720.92482600712|2015|44440|36376|2377.5569585817593|0.8387930448187526|0.41232345673414794|209752.83|350450
3287|6905861.29|1.9411927831326314|0.5966436692745317|0.10084118353935748|0.36134757434936426|1859.99|0.7473684210526316|0.4726027397260274|43.0|350550 Barretos|79113.92|0.5273972602739726|31913.0|12.0|114.0|1.7395104160539165|0.3991630181766233|0.29832183463726586|58032.93548685283|47.5|71.0|0.6228070175438597|0.15220295968873687|35.5|0.2|22787|268.17872419095954|57533|664.8284439365036|62.221111101773964|0.48347465104748777|0.25263157894736843|2.4|27509|0.37719298245614036|207.0|0.5165253489525122|Barretos|18112|0.19148900410927822|3845681.495|231.0|118999|0.23117000983201538|7404.25|32316.922789267137|2015|61466|50591|2134.254657602165|0.957991243623896|0.4251380263699695|253974.17|350550
3289|1761928.37|0.9471718249733191|0.5660161610001525|0.07623113279463332|0.14102759567007164|3615.48|0.7619047619047619|0.4544456641053787|37.0|350570 Barueri|8857.52|0.5455543358946213|271304.0|20.0|185.5|0.7889922244244549|0.32017075773745995|0.24393962494282664|6715.689777405092|84.0|148.5|0.8005390835579514|0.09316206738832139|64.0|2.46|60369|1034.09056258576|127149|33.76093916755603|19.58282512578137|0.4846356151852417|0.23809523809523808|4.6|68430|0.19946091644204852|207.0|0.5153643848147583|Barueri|24442|0.23009986278396097|47761024.678|248.5|262360|0.26082482085683795|5137.75|182043.85073181888|2015|135211|109119|1768.9161076383596|0.7070437566702241|0.4159132489708797|464092.83|350570
3291|364242.68|3.3792157575557282|0.47920419055802504|0.30569922501115393|0.36353421352677756|2048.36|0.4393939393939394|0.49002493765586036|22.0|350590 Batatais|8441.03|0.5099750623441397|14567.0|18.5|51.0|3.2470214980914456|0.5453013202901664|0.23960209527901252|6018.848918485714|33.0|29.0|0.5686274509803921|0.1584348199679429|14.5|0.08|11668|240.70922220202587|29745|139.48196374572436|12.926119933241898|0.49151478097063633|0.5606060606060606|2.6|14193|0.43137254901960786|196.5|0.5084852190293636|Batatais|9588|0.19280532742865641|1595930.985|204.5|60517|0.23452914057207067|782.25|26371.614339772295|2015|30772|25068|3050.5904126113323|0.8427384040848026|0.41423071203133005|184612.58|350590
3292|3082703.6|1.5531425888621386|0.5309072645583234|0.17878882174072072|0.2743248333578997|2311.4|0.6213872832369942|0.47460757156048017|100.5|350600 Bauru|63897.73|0.5253924284395198|123700.0|65.5|295.0|1.4030145706065718|0.4722208574220562|0.2934320356813355|8414.54876976913|173.0|194.5|0.6593220338983051|0.15031090147780563|107.5|0.65|70774|337.6515610584298|177517|174.41526501689626|15.410641073933956|0.4845504621213362|0.3786127167630058|2.9|84267|0.34067796610169493|514.0|0.5154495378786638|Bauru|55067|0.19318473389126364|12626757.617999999|569.0|366354|0.23001523116985212|5645.75|34466.00178515861|2015|188837|156246|1157.4017207400493|0.8052320979162231|0.42648913346107864|424018.75|350600
3293|630621.78|3.061607570520538|0.8867658290936865|0.27832796095641255|0.36247362357114193|1852.05|0.44871794871794873|0.46188850967007966|28.0|350610 Bebedouro|40085.05|0.5381114903299203|26428.0|21.5|96.5|2.627933770890779|0.5048739756883762|0.2265460147319637|8163.705774981553|39.0|68.5|0.7098445595854922|0.16225872849431047|17.5|0.14|14448|342.1233187049335|37524|518.9204758760858|72.76981630354577|0.48576643753155463|0.5512820512820513|2.4|17683|0.29015544041450775|203.0|0.5142335624684454|Bebedouro|12534|0.18703638976270923|2786590.827|236.5|77247|0.22891503877173225|5621.25|36073.77408831411|2015|39723|32582|1793.0469791707121|1.2492394526648285|0.42178984297124805|138507.5|350610
3298|187294.92|1.2544242741656177|0.4772725352886021|0.10559126886915975|0.1985115854740203|1583.12|0.5454545454545454|0.45504587155963305|23.5|350650 Birigui|1630.88|0.544954128440367|33574.0|12.5|80.0|1.0474653871820647|0.23230079151215144|0.1267095226429917|1582.1366604438215|27.5|56.5|0.70625|0.14519221834584942|15.0|0.16|22333|283.6097008810535|57881|13.77653508586682|3.4204813272400134|0.48893825867326685|0.45454545454545453|2.0|26589|0.29375|124.0|0.5110617413267332|Birigui|17188|0.18865358461239556|3086430.3989999997|148.5|118381|0.2246052998369671|404.92|26072.008168540557|2015|60500|52271|605.9474915738168|0.6757841207626224|0.4415488972047879|71732.67|350650
3310|2416784.54|3.7606641691081135|0.6196141916720987|0.44053494552409334|0.29368996368272887|2578.31|0.5340909090909091|0.48301329394387|41.0|350750 Botucatu|3519.8|0.51698670605613|39019.0|61.5|127.5|3.513534809423866|0.9455384196614686|0.5050034741373752|17311.83814101416|132.0|86.5|0.6784313725490196|0.15051968797232151|70.5|0.24|28267|279.49972421796093|67850|25.21292522366998|52.78059927078931|0.4860210740456867|0.4659090909090909|3.3|32288|0.3215686274509804|490.5|0.5139789259543133|Botucatu|21013|0.20248132203462677|4639813.695|525.0|139603|0.23128442798507196|7368.33|33235.77355071166|2015|71753|58035|1377.8464646175225|0.9133041553548276|0.4157145620079798|192351.5|350750
3311|1487218.82|1.8408532603625734|0.8240305979663547|0.13992972418296587|0.33894088746540624|2080.94|0.5544554455445545|0.48700173310225303|54.5|350760 Bragança Paulista|1597.36|0.512998266897747|40838.0|22.5|187.0|1.7475667775739296|0.31406449205510123|0.17413476787213533|9249.160856991823|50.5|132.5|0.7085561497326203|0.14484281227650114|28.0|0.24|30912|253.97555894150935|79078|9.934139743151217|2.8867191144003237|0.4917938990640256|0.44554455445544555|2.6|38088|0.2914438502673797|281.0|0.5082061009359744|Bragança Paulista|23290|0.1922447837308374|4719084.077|296.0|160795|0.23687303709692464|464.17|29348.450368481605|2015|81717|68505|825.0209894586275|1.162971485431761|0.4260393668957368|132659.25|350760
3321|231441.04|2.5967323993148583|0.7630989503271992|0.33488515086301546|0.3184153893451623|2601.51|0.26506024096385544|0.493576017130621|29.0|350850 Caçapava|1096.61|0.5064239828693791|20612.0|30.5|98.5|2.5308533532434447|0.4556634019939391|0.12077825113092362|2541.185822829286|41.5|69.5|0.7055837563451777|0.1365233431419913|11.0|0.17|19053|226.31648293732707|45211|12.040603452062014|10.24693662435768|0.496409591989108|0.7349397590361446|3.3|21204|0.29441624365482233|230.5|0.503590408010892|Caçapava|12434|0.20919891079977163|3324439.922|236.5|91076|0.23281654881637315|933.25|36501.821797180375|2015|45865|38385|3813.3545610259566|1.0815143396723617|0.4214611972418639|347305.08|350850
3326|202324.51|0.5731674274161612|0.33347923049667566|0.09379103357719001|0.2188457450134434|2325.42|0.6326530612244898|0.4117647058823529|21.0|350900 Caieiras|2777.8|0.5882352941176471|23340.0|9.0|53.0|0.4012171991913128|0.2553200358490173|0.16152900227182726|2108.46943454428|24.5|32.0|0.6037735849056604|0.09737593530502929|15.5|0.14|21757|243.23141374351277|46772|28.948081452302052|10.55232497551012|0.4874215802747035|0.3673469387755102|3.0|24388|0.39622641509433965|38.5|0.5125784197252965|Caieiras|9344|0.22673461305988035|2745118.077|55.0|95958|0.2541528585422789|1012.58|28607.495748139812|2015|49186|40469|589.8578544780007|0.552324975510119|0.4217365930928114|56601.58|350900
3328|312287.05|0.6039988891974452|0.2568730908081089|0.04165509580672035|0.26381560677589555|2656.03|0.8285714285714286|0.4695121951219512|19.0|350920 Cajamar|1990.27|0.5304878048780488|41921.0|3.0|37.5|0.5345737295195778|0.2429880588725354|0.20133296306581505|4336.115662316023|17.5|18.5|0.49333333333333335|0.08036656484309913|14.5|0.58|17624|582.0744237711747|35903|27.63496251041377|10.556095529019716|0.4985143015828936|0.17142857142857143|3.4|19549|0.5066666666666667|38.5|0.5014856984171063|Cajamar|5788|0.2447098028325465|11288059.886|43.5|72020|0.27143848930852543|760.25|156735.07200777563|2015|36117|29059|1429.2453485143014|0.5206886975840044|0.40348514301582894|102934.25|350920
3333|9434210.63|1.9225312755255577|0.6530243755642492|0.24461545075448177|0.12295258157430893|3131.25|0.47460757156048017|0.45767644918748485|143.0|350950 Campinas|294668.31|0.5423235508125152|414177.0|284.5|902.5|1.6224581918232233|0.4655861742831348|0.2209707235286531|8111.612252267745|541.5|759.5|0.8415512465373961|0.14392244529469927|257.0|2.95|219152|356.11280684407376|561088|253.35824771076048|62.87175959760974|0.4824280985340269|0.5253924284395198|4.0|273065|0.15844875346260387|1887.0|0.5175719014659731|Campinas|167389|0.18842870039981086|57154531.983|2236.0|1163050|0.23478354326985082|73123.0|49141.93885301578|2015|601962|503444|594.8591376123125|0.7759769571385582|0.4328653110356391|691850.92|350950
3345|388063.3|1.2709553714356079|0.4089925589740883|0.12313754463735992|0.37820817281474833|1915.06|0.5|0.4618249534450652|43.0|351050 Caraguatatuba|492.86|0.5381750465549349|22034.0|14.0|89.5|1.0906468239309022|0.24627508927471983|0.12313754463735992|3413.2258518479425|28.0|46.5|0.5195530726256983|0.13102714303305363|14.0|0.14|25517|193.8009041813992|56234|4.334969303569229|8.841011838795362|0.4946083346526642|0.5|2.4|26838|0.48044692737430167|124.0|0.5053916653473358|Caraguatatuba|14897|0.22443576617939381|2728112.9960000003|144.5|113694|0.23605467306981898|1005.17|23995.223987193698|2015|57460|46442|1105.4438228930285|0.7872007317888368|0.4084824177177336|125682.33|351050
3346|1110990.23|0.23632810004982052|0.12263512218801498|0.01916173784187734|0.08942144326209425|1946.56|0.8369565217391305|0.4494047619047619|35.0|351060 Carapicuíba|712.09|0.5505952380952381|36519.0|7.5|83.0|0.19289482760823187|0.11752532543018102|0.09836358758830367|2838.467137619601|46.0|48.0|0.5783132530120482|0.10153932627329748|38.5|0.26|91865|93.30233389966915|189806|1.8193175866429914|2.1158901904676743|0.48493504170871604|0.16304347826086957|2.5|98409|0.42168674698795183|75.5|0.515064958291284|Carapicuíba|39743|0.23470573957920823|5067266.438|92.5|391405|0.25142499457084094|828.17|12946.350807986613|2015|201599|161388|564.7379312987825|0.21205656545010923|0.4123299395766533|221041.25|351060
3351|929813.67|3.519826819486164|1.1956503498850497|0.23913006997700995|0.36918326592941886|2025.93|0.5289256198347108|0.43991989319092123|44.0|351110 Catanduva|2051.04|0.5600801068090788|35680.0|28.5|186.5|2.76467923008508|0.5076269906529509|0.268496920675941|7801.628349918612|60.5|142.5|0.7640750670241286|0.1707053078485006|32.0|0.19|20939|299.3740665536742|57892|17.209310130724436|5.400731654108841|0.48574449161786176|0.47107438016528924|2.6|26163|0.2359249329758713|329.5|0.5142555083821383|Catanduva|20345|0.17568928193854777|3651935.6739999996|419.5|119182|0.21952140423889513|643.67|30641.671342988033|2015|61290|51735|1303.8860734003456|1.5648336158144687|0.4340840059740565|155399.75|351110
3370|656515.01|0.5181122504281471|0.25146870732077437|0.05202800841119469|0.2037763662771792|2664.03|0.6883116883116883|0.44803695150115475|47.0|351300 Cotia|1192.52|0.5519630484988453|79458.0|12.0|105.0|0.42055973465715707|0.16692319365258299|0.11489518524138828|2846.430705196298|38.5|58.0|0.5523809523809524|0.09884454464653472|26.5|0.55|53644|344.5034576947257|112913|5.170370049209824|1.0044440590517894|0.48955320947776887|0.3116883116883117|3.4|57114|0.44761904761904764|97.0|0.5104467905222312|Cotia|22798|0.23258254026751068|10653811.937|119.5|230645|0.24762730603308114|231.67|46191.384755793544|2015|117732|97089|724.3968002774827|0.4552450735979536|0.4209456090528735|167078.5|351300
3374|281756.79|3.2042954880055423|1.6083336426282646|0.4330129037845328|0.3958975120315728|2358.5|0.29292929292929293|0.4387865655471289|32.0|351340 Cruzeiro|1050.71|0.5612134344528711|18152.0|35.0|162.0|2.5052889433247967|0.6124039639238392|0.17939106013930645|3485.8378799688226|49.5|130.0|0.8024691358024691|0.14414380977124547|14.5|0.1|16651|224.5728636999097|39402|12.999171089584184|6.464264063640525|0.487473555283376|0.7070707070707071|3.0|18705|0.19753086419753085|202.5|0.512526444716624|Cruzeiro|11651|0.20600279602617871|1932307.445|259.0|80829|0.2314144675797053|522.5|23906.11593611204|2015|41427|33822|620.4775513738881|2.0042311546598373|0.4184389266228705|50152.58|351340
3375|446266.32|1.3326078899849392|0.32329540526261835|0.18136083709854203|0.31146752458227867|3872.45|0.5106382978723404|0.4702194357366771|39.5|351350 Cubatão|8873.87|0.5297805642633229|35945.0|23.0|80.5|1.1827880680339697|0.37060692798397715|0.18924609088543515|3518.9231897428617|47.0|41.0|0.5093167701863354|0.09515135744643942|24.0|0.76|29874|283.4354473698736|63218|69.97271702189737|14.914957537908357|0.49848997389981|0.48936170212765956|4.9|32285|0.4906832298136646|150.0|0.50151002610019|Cubatão|12067|0.2355640716296454|14703079.152999999|169.0|126819|0.2545754185098447|1891.5|115937.5105701827|2015|63601|52593|1896.4416215235885|0.634762929844897|0.41470915241407047|240504.83|351350
3378|1449368.74|0.42622329729257136|0.17971808546809273|0.0352150302606398|0.14328874381915505|2610.11|0.7867647058823529|0.4616564417177914|59.0|351380 Diadema|1449.54|0.5383435582822086|99740.0|14.5|133.0|0.3655077278776751|0.16514634880851764|0.12993131854787787|3519.9699336500257|68.0|74.0|0.556390977443609|0.09708419549441903|53.5|0.71|93625|242.23083573766988|198794|3.5203858595867454|10.2789516121198|0.482795636250595|0.21323529411764705|3.3|104763|0.44360902255639095|150.5|0.517204363749405|Diadema|39975|0.22737980745878628|13679518.487|175.5|411756|0.2544298079445108|4232.42|33222.39017039217|2015|212962|173393|491.96227863103394|0.3230068292872478|0.42110618910228387|202568.42|351380
3385|454339.82|3.574864439391289|0.6778030435543116|0.39356305754766485|0.36076613608535946|1612.0|0.4626865671641791|0.49537037037037035|16.5|351440 Dracena|29196.24|0.5046296296296297|10523.0|18.0|47.5|3.509270596466678|0.7324645793248207|0.3389015217771558|9933.96492915865|33.5|31.0|0.6526315789473685|0.1826132587021165|15.5|0.06|7485|230.08133636522652|22968|638.3645268497464|115.44144656288263|0.5021864614308204|0.5373134328358209|2.0|9771|0.3473684210526316|160.5|0.49781353856917965|Dracena|8352|0.16365663809690398|1072620.267|163.5|45736|0.21363914640545742|5279.83|23452.42843711737|2015|22768|20128|1320.5826919713136|1.0385691796396712|0.4400909567955221|60398.17|351440
3393|696378.01|0.19284230463738009|0.047733243722123786|0.026730616484389323|0.11265045518421213|2346.74|0.7543859649122807|0.46842105263157896|29.5|351500 Embu das Artes|2402.26|0.531578947368421|43826.0|7.0|42.0|0.16993034765076068|0.10883179568644223|0.08210117920205291|2659.2305019246046|28.5|12.5|0.2976190476190476|0.08744348383943301|21.5|0.49|63927|167.35657114926374|126983|9.173412965112728|4.082796175230647|0.48490483900531556|0.24561403508771928|3.0|68569|0.7023809523809523|44.5|0.5150951609946844|Embu das Artes|22899|0.2441154457139366|9428833.87|50.5|261872|0.26184166310258444|1069.17|36005.50601057005|2015|134889|106477|1021.681699456223|0.16038369890633591|0.4065994073440459|267549.83|351500
3405|562785.11|3.953762332498896|1.5903401560889412|0.7509939625975557|0.5522014430864379|1739.72|0.24444444444444444|0.42505353319057815|37.5|351550 Fernandópolis|845.13|0.5749464668094219|15556.0|51.0|145.5|2.922986305404211|0.9939625975555882|0.2429686349580327|8287.219997054926|67.5|108.0|0.7422680412371134|0.18369901340008835|16.5|0.09|11362|229.0678839640701|33134|12.444853482550434|18.720806950375497|0.4879104697393609|0.7555555555555555|2.2|14483|0.25773195876288657|198.5|0.5120895302606391|Fernandópolis|12475|0.16730967456928286|1842794.335|268.5|67910|0.21326756000589014|1271.33|27135.831762627007|2015|34776|29590|905.4053894860845|2.142541599175379|0.4357237520247386|61486.08|351550
3407|300506.8|0.22175227566512162|0.07572028925150494|0.013521480223483026|0.15955346663709968|1929.9|0.9193548387096774|0.4305555555555556|29.5|351570 Ferraz de Vasconcelos|9172.07|0.5694444444444444|20314.0|2.5|43.5|0.16766635477118952|0.16766635477118952|0.15414487454770648|1625.3187012888675|31.0|14.0|0.3218390804597701|0.08702424671833675|28.5|0.14|44952|109.87013970393366|90095|49.60798524536078|10.06176612166087|0.4872871042938813|0.08064516129032258|2.4|50197|0.6781609195402298|31.0|0.5127128957061188|Ferraz de Vasconcelos|16090|0.24312703160240356|2782829.722|41.0|184891|0.27149509711127096|1860.33|15051.190820537506|2015|94796|73652|483.95811586285976|0.23527375588860464|0.39835362456798873|89479.5|351570
3412|2220793.65|2.144974526598562|0.7783945758188505|0.2882400966848|0.166798837675468|1720.73|0.3389261744966443|0.4719020172910663|57.0|351620 Franca|80088.92|0.5280979827089337|83255.0|98.5|323.0|1.9167234855689743|0.43601801427446896|0.14777791758966902|6498.698237492282|149.0|266.0|0.8235294117647058|0.1336907315445865|50.5|0.48|71965|243.6287233451068|166590|234.36383801199196|21.589475871231297|0.48749155032203884|0.6610738255033557|2.2|83494|0.17647058823529413|655.0|0.5125084496779612|Franca|45686|0.21059084830377287|9260257.147|733.0|341729|0.24432810794518464|7377.75|27098.247871851672|2015|175139|140584|716.7482712909938|0.9451934134943186|0.411390312206456|244933.67|351620
3413|271304.7|0.3060139162056651|0.11586934691282465|0.0|0.14260842696963036|1801.04|1.0|0.4690721649484536|24.0|351630 Francisco Morato|1624.7|0.5309278350515464|9493.0|0.0|43.5|0.27036180946325755|0.08615925796081833|0.08615925796081833|1612.097354019478|14.5|19.5|0.4482758620689655|0.08289114817609763|14.5|0.07|44017|56.4075748842792|83607|9.653996304064934|5.68651102541401|0.49679428140207854|0.0|2.3|46154|0.5517241379310345|45.5|0.5032057185979215|Francisco Morato|13950|0.26154979708009246|1339560.118|51.5|168293|0.27424788909818|957.0|7959.690052468017|2015|84686|64172|595.8407658072529|0.25847777388245496|0.38131116564562995|100275.83|351630
3414|701768.11|0.46563223270655585|0.14037442309535875|0.034237664169599696|0.29786767827551736|2176.64|0.9390243902439024|0.4645669291338583|43.5|351640 Franco da Rocha|348.79|0.5354330708661418|14888.0|5.0|64.0|0.4040044372012764|0.561497692381435|0.5272600282118353|4805.380175022939|82.0|20.5|0.3203125|0.0911817472164779|77.0|0.13|34060|101.94606883140004|74590|2.3883509771429354|0.8273873923225461|0.5107574740820883|0.06097560975609756|2.8|39039|0.6796875|59.0|0.4892425259179118|Franco da Rocha|13316|0.2332269683233131|2462290.126|68.0|146038|0.2673208343034005|120.83|16860.612484421865|2015|71448|59623|827.6652652049466|0.4382421013708761|0.4082704501568085|120870.58|351640
